timestamp,location,resource_type,stock_level,snap_event
2026-02-20T18:00:00Z,Avengers Compound,Arc Reactor Cores,30.42,false
2026-02-20T18:00:00Z,Avengers Compound,Pym Particles,66.58,false
2026-02-20T18:00:00Z,Sokovia,Vibranium,776.67,false
2026-02-20T18:00:00Z,Sokovia,Medical Kits,319.13,false
2026-02-20T18:00:00Z,Sokovia,Clean Water,1103.88,false
2026-02-20T18:00:00Z,Sokovia,Arc Reactor Cores,105.98,false
2026-02-20T18:00:00Z,Sokovia,Pym Particles,108.94,false
2026-02-20T18:00:00Z,New Asgard,Vibranium,417.35,false
2026-02-20T18:00:00Z,New Asgard,Medical Kits,143.66,false
2026-02-20T18:00:00Z,New Asgard,Clean Water,536.85,false
2026-02-20T18:00:00Z,New Asgard,Arc Reactor Cores,35.49,false
2026-02-20T18:00:00Z,New Asgard,Pym Particles,39.33,false
2026-02-20T19:00:00Z,Wakanda,Vibranium,372.98,false
2026-02-20T19:00:00Z,Wakanda,Medical Kits,129.43,false
2026-02-20T19:00:00Z,Wakanda,Clean Water,1615.52,false
2026-02-20T19:00:00Z,Wakanda,Arc Reactor Cores,62.95,false
2026-02-20T19:00:00Z,Wakanda,Pym Particles,15.62,false
2026-02-20T19:00:00Z,Sanctum Sanctorum,Vibranium,873.89,false
2026-02-20T19:00:00Z,Sanctum Sanctorum,Medical Kits,80.88,false
2026-02-20T19:00:00Z,Sanctum Sanctorum,Clean Water,1367.68,false
2026-02-20T19:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,56.49,false
2026-02-20T19:00:00Z,Sanctum Sanctorum,Pym Particles,29.20,false
2026-02-20T19:00:00Z,Avengers Compound,Vibranium,727.67,false
2026-02-20T19:00:00Z,Avengers Compound,Medical Kits,270.05,false
2026-02-20T19:00:00Z,Avengers Compound,Clean Water,1430.88,false
2026-02-20T19:00:00Z,Avengers Compound,Arc Reactor Cores,27.49,false
2026-02-20T19:00:00Z,Avengers Compound,Pym Particles,65.04,false
2026-02-20T19:00:00Z,Sokovia,Vibranium,754.40,false
2026-02-20T19:00:00Z,Sokovia,Medical Kits,312.07,false
2026-02-20T19:00:00Z,Sokovia,Clean Water,1067.62,false
2026-02-20T19:00:00Z,Sokovia,Arc Reactor Cores,101.28,false
2026-02-20T19:00:00Z,Sokovia,Pym Particles,108.94,false
2026-02-20T19:00:00Z,New Asgard,Vibranium,409.27,false
2026-02-20T19:00:00Z,New Asgard,Medical Kits,139.00,false
2026-02-20T19:00:00Z,New Asgard,Clean Water,517.67,false
2026-02-20T19:00:00Z,New Asgard,Arc Reactor Cores,29.54,false
2026-02-20T19:00:00Z,New Asgard,Pym Particles,35.28,false
2026-02-20T20:00:00Z,Wakanda,Vibranium,352.14,false
2026-02-20T20:00:00Z,Wakanda,Medical Kits,123.66,false
2026-02-20T20:00:00Z,Wakanda,Clean Water,1557.49,false
2026-02-20T20:00:00Z,Wakanda,Arc Reactor Cores,60.04,false
2026-02-20T20:00:00Z,Wakanda,Pym Particles,11.85,false
2026-02-20T20:00:00Z,Sanctum Sanctorum,Vibranium,848.19,false
2026-02-20T20:00:00Z,Sanctum Sanctorum,Medical Kits,74.19,false
2026-02-20T20:00:00Z,Sanctum Sanctorum,Clean Water,1303.31,false
2026-02-20T20:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,92.76,false
2026-02-20T20:00:00Z,Sanctum Sanctorum,Pym Particles,25.70,false
2026-02-20T20:00:00Z,Avengers Compound,Vibranium,701.74,false
2026-02-20T20:00:00Z,Avengers Compound,Medical Kits,265.35,false
2026-02-20T20:00:00Z,Avengers Compound,Clean Water,1404.78,false
2026-02-20T20:00:00Z,Avengers Compound,Arc Reactor Cores,25.21,false
2026-02-20T20:00:00Z,Avengers Compound,Pym Particles,107.80,false
2026-02-20T20:00:00Z,Sokovia,Vibranium,743.44,false
2026-02-20T20:00:00Z,Sokovia,Medical Kits,297.55,false
2026-02-20T20:00:00Z,Sokovia,Clean Water,1757.07,false
2026-02-20T20:00:00Z,Sokovia,Arc Reactor Cores,95.59,false
2026-02-20T20:00:00Z,Sokovia,Pym Particles,99.81,false
2026-02-20T20:00:00Z,New Asgard,Vibranium,691.57,false
2026-02-20T20:00:00Z,New Asgard,Medical Kits,133.38,false
2026-02-20T20:00:00Z,New Asgard,Clean Water,505.98,false
2026-02-20T20:00:00Z,New Asgard,Arc Reactor Cores,23.45,false
2026-02-20T20:00:00Z,New Asgard,Pym Particles,64.79,false
2026-02-20T21:00:00Z,Wakanda,Vibranium,339.46,false
2026-02-20T21:00:00Z,Wakanda,Medical Kits,118.82,false
2026-02-20T21:00:00Z,Wakanda,Clean Water,1503.91,false
2026-02-20T21:00:00Z,Wakanda,Arc Reactor Cores,56.46,false
2026-02-20T21:00:00Z,Wakanda,Pym Particles,7.32,false
2026-02-20T21:00:00Z,Sanctum Sanctorum,Vibranium,803.94,false
2026-02-20T21:00:00Z,Sanctum Sanctorum,Medical Kits,68.49,false
2026-02-20T21:00:00Z,Sanctum Sanctorum,Clean Water,1245.45,false
2026-02-20T21:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,87.78,false
2026-02-20T21:00:00Z,Sanctum Sanctorum,Pym Particles,20.94,false
2026-02-20T21:00:00Z,Avengers Compound,Vibranium,675.69,false
2026-02-20T21:00:00Z,Avengers Compound,Medical Kits,259.71,false
2026-02-20T21:00:00Z,Avengers Compound,Clean Water,1337.76,false
2026-02-20T21:00:00Z,Avengers Compound,Arc Reactor Cores,78.00,false
2026-02-20T21:00:00Z,Avengers Compound,Pym Particles,100.82,false
2026-02-20T21:00:00Z,Sokovia,Vibranium,717.45,false
2026-02-20T21:00:00Z,Sokovia,Medical Kits,284.81,false
2026-02-20T21:00:00Z,Sokovia,Clean Water,1700.06,false
2026-02-20T21:00:00Z,Sokovia,Arc Reactor Cores,90.60,false
2026-02-20T21:00:00Z,Sokovia,Pym Particles,97.45,false
2026-02-20T21:00:00Z,New Asgard,Vibranium,678.45,false
2026-02-20T21:00:00Z,New Asgard,Medical Kits,124.21,false
2026-02-20T21:00:00Z,New Asgard,Clean Water,495.86,false
2026-02-20T21:00:00Z,New Asgard,Arc Reactor Cores,61.56,false
2026-02-20T21:00:00Z,New Asgard,Pym Particles,59.22,false
2026-02-20T22:00:00Z,Wakanda,Vibranium,325.03,false
2026-02-20T22:00:00Z,Wakanda,Medical Kits,114.61,false
2026-02-20T22:00:00Z,Wakanda,Clean Water,1456.02,false
2026-02-20T22:00:00Z,Wakanda,Arc Reactor Cores,54.21,false
2026-02-20T22:00:00Z,Wakanda,Pym Particles,2.19,false
2026-02-20T22:00:00Z,Sanctum Sanctorum,Vibranium,772.44,false
2026-02-20T22:00:00Z,Sanctum Sanctorum,Medical Kits,64.36,false
2026-02-20T22:00:00Z,Sanctum Sanctorum,Clean Water,1214.68,false
2026-02-20T22:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,82.53,false
2026-02-20T22:00:00Z,Sanctum Sanctorum,Pym Particles,19.73,false
2026-02-20T22:00:00Z,Avengers Compound,Vibranium,1102.40,false
2026-02-20T22:00:00Z,Avengers Compound,Medical Kits,251.17,false
2026-02-20T22:00:00Z,Avengers Compound,Clean Water,1282.99,false
2026-02-20T22:00:00Z,Avengers Compound,Arc Reactor Cores,70.49,false
2026-02-20T22:00:00Z,Avengers Compound,Pym Particles,92.66,false
2026-02-20T22:00:00Z,Sokovia,Vibranium,703.97,false
2026-02-20T22:00:00Z,Sokovia,Medical Kits,278.06,false
2026-02-20T22:00:00Z,Sokovia,Clean Water,1616.45,false
2026-02-20T22:00:00Z,Sokovia,Arc Reactor Cores,87.39,false
2026-02-20T22:00:00Z,Sokovia,Pym Particles,91.31,false
2026-02-20T22:00:00Z,New Asgard,Vibranium,640.87,false
2026-02-20T22:00:00Z,New Asgard,Medical Kits,118.99,false
2026-02-20T22:00:00Z,New Asgard,Clean Water,471.82,false
2026-02-20T22:00:00Z,New Asgard,Arc Reactor Cores,59.27,false
2026-02-20T22:00:00Z,New Asgard,Pym Particles,52.75,false
2026-02-20T23:00:00Z,Wakanda,Vibranium,313.31,false
2026-02-20T23:00:00Z,Wakanda,Medical Kits,109.81,false
2026-02-20T23:00:00Z,Wakanda,Clean Water,1415.35,false
2026-02-20T23:00:00Z,Wakanda,Arc Reactor Cores,50.42,false
2026-02-20T23:00:00Z,Wakanda,Pym Particles,0.00,false
2026-02-20T23:00:00Z,Sanctum Sanctorum,Vibranium,743.11,false
2026-02-20T23:00:00Z,Sanctum Sanctorum,Medical Kits,58.53,false
2026-02-20T23:00:00Z,Sanctum Sanctorum,Clean Water,1192.08,false
2026-02-20T23:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,73.87,false
2026-02-20T23:00:00Z,Sanctum Sanctorum,Pym Particles,16.39,false
2026-02-20T23:00:00Z,Avengers Compound,Vibranium,1075.15,false
2026-02-20T23:00:00Z,Avengers Compound,Medical Kits,241.20,false
2026-02-20T23:00:00Z,Avengers Compound,Clean Water,1220.71,false
2026-02-20T23:00:00Z,Avengers Compound,Arc Reactor Cores,63.94,false
2026-02-20T23:00:00Z,Avengers Compound,Pym Particles,89.19,false
2026-02-20T23:00:00Z,Sokovia,Vibranium,682.40,false
2026-02-20T23:00:00Z,Sokovia,Medical Kits,266.42,false
2026-02-20T23:00:00Z,Sokovia,Clean Water,1584.60,false
2026-02-20T23:00:00Z,Sokovia,Arc Reactor Cores,83.58,false
2026-02-20T23:00:00Z,Sokovia,Pym Particles,85.50,false
2026-02-20T23:00:00Z,New Asgard,Vibranium,606.84,false
2026-02-20T23:00:00Z,New Asgard,Medical Kits,110.64,false
2026-02-20T23:00:00Z,New Asgard,Clean Water,454.89,false
2026-02-20T23:00:00Z,New Asgard,Arc Reactor Cores,56.36,false
2026-02-20T23:00:00Z,New Asgard,Pym Particles,48.05,false
2026-02-21T00:00:00Z,Wakanda,Vibranium,295.20,false
2026-02-21T00:00:00Z,Wakanda,Medical Kits,101.76,false
2026-02-21T00:00:00Z,Wakanda,Clean Water,1394.16,false
2026-02-21T00:00:00Z,Wakanda,Arc Reactor Cores,46.24,false
2026-02-21T00:00:00Z,Wakanda,Pym Particles,0.00,false
2026-02-21T00:00:00Z,Sanctum Sanctorum,Vibranium,719.02,false
2026-02-21T00:00:00Z,Sanctum Sanctorum,Medical Kits,54.62,false
2026-02-21T00:00:00Z,Sanctum Sanctorum,Clean Water,1152.00,false
2026-02-21T00:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,68.54,false
2026-02-21T00:00:00Z,Sanctum Sanctorum,Pym Particles,14.91,false
2026-02-21T00:00:00Z,Avengers Compound,Vibranium,1053.37,false
2026-02-21T00:00:00Z,Avengers Compound,Medical Kits,231.46,false
2026-02-21T00:00:00Z,Avengers Compound,Clean Water,1176.62,false
2026-02-21T00:00:00Z,Avengers Compound,Arc Reactor Cores,60.14,false
2026-02-21T00:00:00Z,Avengers Compound,Pym Particles,84.60,false
2026-02-21T00:00:00Z,Sokovia,Vibranium,662.63,false
2026-02-21T00:00:00Z,Sokovia,Medical Kits,254.30,false
2026-02-21T00:00:00Z,Sokovia,Clean Water,1527.83,false
2026-02-21T00:00:00Z,Sokovia,Arc Reactor Cores,77.04,false
2026-02-21T00:00:00Z,Sokovia,Pym Particles,79.13,false
2026-02-21T00:00:00Z,New Asgard,Vibranium,577.28,false
2026-02-21T00:00:00Z,New Asgard,Medical Kits,105.97,false
2026-02-21T00:00:00Z,New Asgard,Clean Water,447.23,false
2026-02-21T00:00:00Z,New Asgard,Arc Reactor Cores,52.80,false
2026-02-21T00:00:00Z,New Asgard,Pym Particles,41.66,false
2026-02-21T01:00:00Z,Wakanda,Vibranium,282.53,false
2026-02-21T01:00:00Z,Wakanda,Medical Kits,95.46,false
2026-02-21T01:00:00Z,Wakanda,Clean Water,1328.63,false
2026-02-21T01:00:00Z,Wakanda,Arc Reactor Cores,42.46,false
2026-02-21T01:00:00Z,Wakanda,Pym Particles,30.58,false
2026-02-21T01:00:00Z,Sanctum Sanctorum,Vibranium,689.57,false
2026-02-21T01:00:00Z,Sanctum Sanctorum,Medical Kits,52.67,false
2026-02-21T01:00:00Z,Sanctum Sanctorum,Clean Water,1110.04,false
2026-02-21T01:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,61.05,false
2026-02-21T01:00:00Z,Sanctum Sanctorum,Pym Particles,9.95,false
2026-02-21T01:00:00Z,Avengers Compound,Vibranium,1034.30,false
2026-02-21T01:00:00Z,Avengers Compound,Medical Kits,219.22,false
2026-02-21T01:00:00Z,Avengers Compound,Clean Water,1129.14,false
2026-02-21T01:00:00Z,Avengers Compound,Arc Reactor Cores,56.32,false
2026-02-21T01:00:00Z,Avengers Compound,Pym Particles,107.80,false
2026-02-21T01:00:00Z,Sokovia,Vibranium,632.83,false
2026-02-21T01:00:00Z,Sokovia,Medical Kits,240.01,false
2026-02-21T01:00:00Z,Sokovia,Clean Water,1500.85,false
2026-02-21T01:00:00Z,Sokovia,Arc Reactor Cores,71.31,false
2026-02-21T01:00:00Z,Sokovia,Pym Particles,76.94,false
2026-02-21T01:00:00Z,New Asgard,Vibranium,552.81,false
2026-02-21T01:00:00Z,New Asgard,Medical Kits,102.78,false
2026-02-21T01:00:00Z,New Asgard,Clean Water,1077.30,false
2026-02-21T01:00:00Z,New Asgard,Arc Reactor Cores,50.87,false
2026-02-21T01:00:00Z,New Asgard,Pym Particles,60.37,false
2026-02-21T02:00:00Z,Wakanda,Vibranium,275.17,false
2026-02-21T02:00:00Z,Wakanda,Medical Kits,88.76,false
2026-02-21T02:00:00Z,Wakanda,Clean Water,1287.53,false
2026-02-21T02:00:00Z,Wakanda,Arc Reactor Cores,38.05,false
2026-02-21T02:00:00Z,Wakanda,Pym Particles,24.89,false
2026-02-21T02:00:00Z,Sanctum Sanctorum,Vibranium,668.17,false
2026-02-21T02:00:00Z,Sanctum Sanctorum,Medical Kits,51.58,false
2026-02-21T02:00:00Z,Sanctum Sanctorum,Clean Water,1083.56,false
2026-02-21T02:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,55.36,false
2026-02-21T02:00:00Z,Sanctum Sanctorum,Pym Particles,6.30,false
2026-02-21T02:00:00Z,Avengers Compound,Vibranium,988.54,false
2026-02-21T02:00:00Z,Avengers Compound,Medical Kits,213.33,false
2026-02-21T02:00:00Z,Avengers Compound,Clean Water,1111.42,false
2026-02-21T02:00:00Z,Avengers Compound,Arc Reactor Cores,50.80,false
2026-02-21T02:00:00Z,Avengers Compound,Pym Particles,105.84,false
2026-02-21T02:00:00Z,Sokovia,Vibranium,609.49,false
2026-02-21T02:00:00Z,Sokovia,Medical Kits,234.67,false
2026-02-21T02:00:00Z,Sokovia,Clean Water,1430.12,false
2026-02-21T02:00:00Z,Sokovia,Arc Reactor Cores,66.70,false
2026-02-21T02:00:00Z,Sokovia,Pym Particles,74.94,false
2026-02-21T02:00:00Z,New Asgard,Vibranium,527.54,false
2026-02-21T02:00:00Z,New Asgard,Medical Kits,93.65,false
2026-02-21T02:00:00Z,New Asgard,Clean Water,1060.75,false
2026-02-21T02:00:00Z,New Asgard,Arc Reactor Cores,46.48,false
2026-02-21T02:00:00Z,New Asgard,Pym Particles,55.40,false
2026-02-21T03:00:00Z,Wakanda,Vibranium,267.69,false
2026-02-21T03:00:00Z,Wakanda,Medical Kits,85.01,false
2026-02-21T03:00:00Z,Wakanda,Clean Water,1233.60,false
2026-02-21T03:00:00Z,Wakanda,Arc Reactor Cores,36.80,false
2026-02-21T03:00:00Z,Wakanda,Pym Particles,21.06,false
2026-02-21T03:00:00Z,Sanctum Sanctorum,Vibranium,650.41,false
2026-02-21T03:00:00Z,Sanctum Sanctorum,Medical Kits,47.09,false
2026-02-21T03:00:00Z,Sanctum Sanctorum,Clean Water,1068.78,false
2026-02-21T03:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,89.48,false
2026-02-21T03:00:00Z,Sanctum Sanctorum,Pym Particles,67.26,false
2026-02-21T03:00:00Z,Avengers Compound,Vibranium,960.10,false
2026-02-21T03:00:00Z,Avengers Compound,Medical Kits,203.96,false
2026-02-21T03:00:00Z,Avengers Compound,Clean Water,1094.87,false
2026-02-21T03:00:00Z,Avengers Compound,Arc Reactor Cores,45.58,false
2026-02-21T03:00:00Z,Avengers Compound,Pym Particles,103.07,false
2026-02-21T03:00:00Z,Sokovia,Vibranium,578.51,false
2026-02-21T03:00:00Z,Sokovia,Medical Kits,227.10,false
2026-02-21T03:00:00Z,Sokovia,Clean Water,1396.37,false
2026-02-21T03:00:00Z,Sokovia,Arc Reactor Cores,64.10,false
2026-02-21T03:00:00Z,Sokovia,Pym Particles,69.51,false
2026-02-21T03:00:00Z,New Asgard,Vibranium,516.55,false
2026-02-21T03:00:00Z,New Asgard,Medical Kits,86.59,false
2026-02-21T03:00:00Z,New Asgard,Clean Water,1025.41,false
2026-02-21T03:00:00Z,New Asgard,Arc Reactor Cores,41.47,false
2026-02-21T03:00:00Z,New Asgard,Pym Particles,49.80,false
2026-02-21T04:00:00Z,Wakanda,Vibranium,258.76,false
2026-02-21T04:00:00Z,Wakanda,Medical Kits,80.89,false
2026-02-21T04:00:00Z,Wakanda,Clean Water,1179.85,false
2026-02-21T04:00:00Z,Wakanda,Arc Reactor Cores,32.99,false
2026-02-21T04:00:00Z,Wakanda,Pym Particles,15.71,false
2026-02-21T04:00:00Z,Sanctum Sanctorum,Vibranium,625.34,false
2026-02-21T04:00:00Z,Sanctum Sanctorum,Medical Kits,45.98,false
2026-02-21T04:00:00Z,Sanctum Sanctorum,Clean Water,1025.03,false
2026-02-21T04:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,84.82,false
2026-02-21T04:00:00Z,Sanctum Sanctorum,Pym Particles,64.17,false
2026-02-21T04:00:00Z,Avengers Compound,Vibranium,923.60,false
2026-02-21T04:00:00Z,Avengers Compound,Medical Kits,197.76,false
2026-02-21T04:00:00Z,Avengers Compound,Clean Water,1050.64,false
2026-02-21T04:00:00Z,Avengers Compound,Arc Reactor Cores,43.35,false
2026-02-21T04:00:00Z,Avengers Compound,Pym Particles,97.20,false
2026-02-21T04:00:00Z,Sokovia,Vibranium,563.68,false
2026-02-21T04:00:00Z,Sokovia,Medical Kits,214.59,false
2026-02-21T04:00:00Z,Sokovia,Clean Water,1349.78,false
2026-02-21T04:00:00Z,Sokovia,Arc Reactor Cores,61.63,false
2026-02-21T04:00:00Z,Sokovia,Pym Particles,66.33,false
2026-02-21T04:00:00Z,New Asgard,Vibranium,493.43,false
2026-02-21T04:00:00Z,New Asgard,Medical Kits,82.47,false
2026-02-21T04:00:00Z,New Asgard,Clean Water,1007.89,false
2026-02-21T04:00:00Z,New Asgard,Arc Reactor Cores,35.73,false
2026-02-21T04:00:00Z,New Asgard,Pym Particles,45.10,false
2026-02-21T05:00:00Z,Wakanda,Vibranium,249.49,false
2026-02-21T05:00:00Z,Wakanda,Medical Kits,75.03,false
2026-02-21T05:00:00Z,Wakanda,Clean Water,1145.95,false
2026-02-21T05:00:00Z,Wakanda,Arc Reactor Cores,30.38,false
2026-02-21T05:00:00Z,Wakanda,Pym Particles,11.03,false
2026-02-21T05:00:00Z,Sanctum Sanctorum,Vibranium,598.68,false
2026-02-21T05:00:00Z,Sanctum Sanctorum,Medical Kits,39.71,false
2026-02-21T05:00:00Z,Sanctum Sanctorum,Clean Water,999.07,false
2026-02-21T05:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,79.66,false
2026-02-21T05:00:00Z,Sanctum Sanctorum,Pym Particles,63.19,false
2026-02-21T05:00:00Z,Avengers Compound,Vibranium,875.74,false
2026-02-21T05:00:00Z,Avengers Compound,Medical Kits,185.89,false
2026-02-21T05:00:00Z,Avengers Compound,Clean Water,1023.92,false
2026-02-21T05:00:00Z,Avengers Compound,Arc Reactor Cores,69.68,false
2026-02-21T05:00:00Z,Avengers Compound,Pym Particles,90.23,false
2026-02-21T05:00:00Z,Sokovia,Vibranium,554.10,false
2026-02-21T05:00:00Z,Sokovia,Medical Kits,204.87,false
2026-02-21T05:00:00Z,Sokovia,Clean Water,1757.07,false
2026-02-21T05:00:00Z,Sokovia,Arc Reactor Cores,58.51,false
2026-02-21T05:00:00Z,Sokovia,Pym Particles,61.24,false
2026-02-21T05:00:00Z,New Asgard,Vibranium,484.53,false
2026-02-21T05:00:00Z,New Asgard,Medical Kits,77.87,false
2026-02-21T05:00:00Z,New Asgard,Clean Water,1159.58,false
2026-02-21T05:00:00Z,New Asgard,Arc Reactor Cores,31.19,false
2026-02-21T05:00:00Z,New Asgard,Pym Particles,43.83,false
2026-02-21T06:00:00Z,Wakanda,Vibranium,241.35,false
2026-02-21T06:00:00Z,Wakanda,Medical Kits,68.33,false
2026-02-21T06:00:00Z,Wakanda,Clean Water,1112.05,false
2026-02-21T06:00:00Z,Wakanda,Arc Reactor Cores,25.36,false
2026-02-21T06:00:00Z,Wakanda,Pym Particles,9.41,false
2026-02-21T06:00:00Z,Sanctum Sanctorum,Vibranium,580.24,false
2026-02-21T06:00:00Z,Sanctum Sanctorum,Medical Kits,37.28,false
2026-02-21T06:00:00Z,Sanctum Sanctorum,Clean Water,951.39,false
2026-02-21T06:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,72.65,false
2026-02-21T06:00:00Z,Sanctum Sanctorum,Pym Particles,60.33,false
2026-02-21T06:00:00Z,Avengers Compound,Vibranium,846.27,false
2026-02-21T06:00:00Z,Avengers Compound,Medical Kits,178.74,false
2026-02-21T06:00:00Z,Avengers Compound,Clean Water,999.07,false
2026-02-21T06:00:00Z,Avengers Compound,Arc Reactor Cores,64.83,false
2026-02-21T06:00:00Z,Avengers Compound,Pym Particles,85.87,false
2026-02-21T06:00:00Z,Sokovia,Vibranium,528.73,false
2026-02-21T06:00:00Z,Sokovia,Medical Kits,196.25,false
2026-02-21T06:00:00Z,Sokovia,Clean Water,1711.84,false
2026-02-21T06:00:00Z,Sokovia,Arc Reactor Cores,51.60,false
2026-02-21T06:00:00Z,Sokovia,Pym Particles,56.57,false
2026-02-21T06:00:00Z,New Asgard,Vibranium,474.28,false
2026-02-21T06:00:00Z,New Asgard,Medical Kits,73.07,false
2026-02-21T06:00:00Z,New Asgard,Clean Water,1122.31,false
2026-02-21T06:00:00Z,New Asgard,Arc Reactor Cores,29.65,false
2026-02-21T06:00:00Z,New Asgard,Pym Particles,39.59,false
2026-02-21T07:00:00Z,Wakanda,Vibranium,229.17,false
2026-02-21T07:00:00Z,Wakanda,Medical Kits,61.71,false
2026-02-21T07:00:00Z,Wakanda,Clean Water,1056.49,false
2026-02-21T07:00:00Z,Wakanda,Arc Reactor Cores,23.98,false
2026-02-21T07:00:00Z,Wakanda,Pym Particles,6.54,false
2026-02-21T07:00:00Z,Sanctum Sanctorum,Vibranium,558.57,false
2026-02-21T07:00:00Z,Sanctum Sanctorum,Medical Kits,31.82,false
2026-02-21T07:00:00Z,Sanctum Sanctorum,Clean Water,910.18,false
2026-02-21T07:00:00Z,Sanctum Sanctorum,Arc Reactor Cores,67.22,false
2026-02-21T07:00:00Z,Sanctum Sanctorum,Pym Particles,54.64,false
